fid;TIPO;ID_DATO;FECHA;NOMBRE;POINT_X;POINT_Y;MUNICIPIO;ELEV_TERR;DEUT_2H;OXIG_18;Month;CooX;CooY;Lon;Lat;PROF_MAX;P/GW;O18;2H
204;Manantial;6747;1/01/1999;;983000;1033150;EL ROSAL;2719;-63.3;-9.015;1;585287.5896;541212.8372;-74.23077684;4.895960733;0.1;0.87733;-7.909130573;-50.75102615
205;Manantial;8046;10/31/2017;;983000;1033150;EL ROSAL;2719;-63.3;-9.015;10;585287.5896;541212.8372;-74.23077684;4.895960733;0.1;0.87733;-7.909130573;-50.75102615
206;Pozo;6635;1/01/1998;Reaseguradora de Colo;1022270;1043600;GACHANCIPµ;2586;-65.4;-9.64;1;624532.6947;551714.5423;-73.87669735;4.990447147;70;0.878163;-8.465491295;-57.07544708
207;Pozo;8051;10/31/2017;;1022270;1043600;GACHANCIPµ;2586;-65.4;-9.64;10;624532.6947;551714.5423;-73.87669735;4.990447147;70;0.878163;-8.465491295;-57.07544708
208;Pozo;6711;1/01/1998;El Sosiego;1015070;1036050;SOPà;2582;-73.3;-10.67;1;617344.8106;544156.2207;-73.94163418;4.922189204;146.5;0.882811;-9.41959095;-64.66546631
209;Pozo;8104;10/31/2017;;1015070;1036050;SOPà;2582;-73.3;-10.67;10;617344.8106;544156.2207;-73.94163418;4.922189204;146.5;0.882811;-9.41959095;-64.66546631
210;Manantial;6739;1/01/1999;;1007770;1042540;CajICµ;2691;-73.2;-10.515;1;610037.5635;550634.5028;-74.00744602;4.980888527;0.1;0.884473;-9.300234795;-64.66546631
211;Manantial;8041;10/31/2017;;1007770;1042540;CajICµ;2691;-73.2;-10.515;10;610037.5635;550634.5028;-74.00744602;4.980888527;0.1;0.884473;-9.300234795;-64.66546631
212;Pozo;6628;1/01/1998;Santa Cruz;1024630;1045980;GACHANCIPµ;2586;-67;-9.72;1;626888.8536;554097.3496;-73.85540987;5.011962483;37;0.885894;-8.61088562;-57.81786346
213;Pozo;6755;1/01/1999;;970817;1027100;FACATATIVµ;2683;-72;-10.345;1;573116.8733;535148.1901;-74.34059469;4.841216753;90;0.886827;-9.174221039;-63.31170654
214;Humedal;8200;12/11/2010;HUMEDAL TIBANICA;985986;1000890;BOGOTµ D.C.;2541.885572;-91.8;-12.22;12;588315.6628;508966.8374;-74.20380256;4.604237573;0.1;0.891805;-10.89785576;-79.08417511
215;Pozo;6644;1/01/1998;Finca Mave POZO 1;983263;1033743;EL ROSAL;2744;-67.5;-9.23;1;585549.6919;541806.0124;-74.22840689;4.901323772;197;0.892549;-8.238230705;-53.26311111
216;Pozo;8084;10/31/2017;;983263;1033743;EL ROSAL;2744;-67.5;-9.23;10;585549.6919;541806.0124;-74.22840689;4.901323772;197;0.892549;-8.238230705;-53.26311111
217;Pozo;6839;1/01/1999;;1000600;1024420;BOGOTµ D.C.;2555.288177;-67;-9.48;1;602894.3443;532509.3727;-74.07209905;4.817032488;113;0.893538;-8.47073555;-58.81492233
218;Pozo;6665;1/01/1998;Mi Tierra 2;988232;1027720;MADRID;2595;-72.3;-10.23;1;590525.4013;535791.6604;-74.18359844;4.846866251;35;0.896345;-9.169610977;-63.419487
219;Pozo;6704;1/01/1998;La Esperanza;1001300;1033340;CHÖA;2584;-76.1;-10.22;1;603581.9973;541427.9272;-74.06578731;4.897696356;62;0.897317;-9.170584679;-61.18350983
220;Pozo;6713;1/01/1998;Flores La Sabana;1001030;1024820;BOGOTµ D.C.;2555.801175;-65.5;-9.42;1;603323.6875;532909.8465;-74.06822264;4.820649668;118;0.899229;-8.47073555;-58.81492233
221;Pozo;8071;10/31/2017;;1001030;1024820;BOGOTµ D.C.;2555.801175;-65.5;-9.42;10;603323.6875;532909.8465;-74.06822264;4.820649668;118;0.899229;-8.47073555;-58.81492233
222;Rio;6696;1/01/1998;Rio Tunjueiito;987000;1025000;MADRID;2638;-60.6;-9.65;1;589297.4642;533070.8126;-74.19470089;4.822267374;0.1;0.90346;-8.718392372;-61.29544449
223;Pozo;6653;1/01/1998;Ecopetrol;970817;1027100;FACATATIVµ;2683;-70;-10.11;1;573116.8733;535148.1901;-74.34059469;4.841216753;90;0.90744;-9.174221039;-63.31170654
224;Pozo;8098;10/31/2017;;970817;1027100;FACATATIVµ;2683;-70;-10.11;10;573116.8733;535148.1901;-74.34059469;4.841216753;90;0.90744;-9.174221039;-63.31170654
225;Manantial;6819;1/01/1999;;1007770;1042540;CajICµ;2691;-72.25;-10.235;1;610037.5635;550634.5028;-74.00744602;4.980888527;0.1;0.90867;-9.300234795;-64.66546631
226;Pozo;6662;1/01/1998;Flores Condor Vereda el Rosal;979500;1027000;EL ROSAL;2607;-71.9;-10.09;1;581797.1064;535060.0175;-74.26231693;4.840338354;350;0.909239;-9.174221039;-63.31170654
227;Pozo;8088;10/31/2017;;979500;1027000;EL ROSAL;2607;-71.9;-10.09;10;581797.1064;535060.0175;-74.26231693;4.840338354;350;0.909239;-9.174221039;-63.31170654
228;Pozo;6714;1/01/1998;Arlzona;1000580;1023530;BOGOTµ D.C.;2554.770875;-67.3;-9.42;1;602875.5517;531619.5859;-74.0722794;4.80898417;75;0.909765;-8.569986343;-58.28411484
229;Pozo;8053;10/31/2017;;1000580;1023530;BOGOTµ D.C.;2554.770875;-67.3;-9.42;10;602875.5517;531619.5859;-74.0722794;4.80898417;75;0.909765;-8.569986343;-58.28411484
230;Pozo;6705;1/01/1998;Las Margaritas;999845;1032660;CHÖA;2604;-72.9;-10.08;1;602128.3241;540746.1124;-74.07890536;4.891547194;90;0.90978;-9.170584679;-61.18350983
231;Pozo;6837;1/01/1999;;1003820;1034500;CajICµ;2581;-70.6;-10.08;1;606099.7336;542591.087;-74.04306682;4.908185487;93;0.90978;-9.170584679;-61.18350983
232;Pozo;8062;10/31/2017;;999845;1032660;CHÖA;2604;-72.9;-10.08;10;602128.3241;540746.1124;-74.07890536;4.891547194;90;0.90978;-9.170584679;-61.18350983
233;Pozo;6694;1/01/1998;Fute 2;978180;1004040;MOSQUERA;2604;-75.2;-10.46;1;580508.0516;512105.7229;-74.27415812;4.632707219;220;0.910493;-9.523757935;-66.04005432
234;Pozo;8113;10/31/2017;;978180;1004040;MOSQUERA;2604;-75.2;-10.46;10;580508.0516;512105.7229;-74.27415812;4.632707219;220;0.910493;-9.523757935;-66.04005432
235;Humedal;6744;1/01/1999;;1035800;1054680;SUESCA;2726;-66.95;-8.525;1;638044.3412;562811.4868;-73.75464773;5.090593282;0.1;0.910572;-7.762630463;-49.37343979
236;Manantial;6647;1/01/1998;Mant. Termal Tabio;996870;1036320;TABIO;2627;-69.8;-9.98;1;599149.1033;544401.0063;-74.10572867;4.924644087;0.1;0.911897;-9.100734711;-62.40465546
237;Manantial;8050;10/31/2017;;996870;1036320;TABIO;2627;-69.8;-9.98;10;599149.1033;544401.0063;-74.10572867;4.924644087;0.1;0.911897;-9.100734711;-62.40465546
238;Pozo;6637;1/01/1998;San Diego 2;1017100;1041800;TOCANCIPµ;2595;-73.6;-10.22;1;619366.3576;549907.7126;-73.92331936;4.974182388;104;0.912191;-9.322591782;-64.66546631
239;Pozo;8067;10/31/2017;;1017100;1041800;TOCANCIPµ;2595;-73.6;-10.22;10;619366.3576;549907.7126;-73.92331936;4.974182388;104;0.912191;-9.322591782;-64.66546631
240;Pozo;6838;1/01/1999;;1004620;1032750;CajICµ;2575;-72.4;-10.26;1;606901.9314;540842.6434;-74.03585501;4.892359774;82;0.915443;-9.39244175;-63.46318817
241;Pozo;6629;1/01/1998;Florencia H;1025620;1048950;SESQUIL;2578;-66;-9.38;1;627874.4591;557068.1282;-73.84647325;5.038816875;28;0.918005;-8.61088562;-57.81786346
242;Pozo;6710;1/01/1998;Flores de Aposentos Ltda.;1009700;1038220;SOPà;2579;-68.9;-9.89;1;611973.0967;546318.2672;-73.99004842;4.941820663;90;0.920196;-9.100734711;-62.40465546
243;Pozo;8063;10/31/2017;;1009700;1038220;SOPà;2579;-68.9;-9.89;10;611973.0967;546318.2672;-73.99004842;4.941820663;90;0.920196;-9.100734711;-62.40465546
244;Pozo;6671;1/01/1998;Viveros Tirr ;993830;1028390;TENJO;2591;-70.6;-9.93;1;596120.843;536469.0818;-74.13313204;4.852931125;90;0.921279;-9.148296356;-63.24267197
245;Pozo;8060;10/31/2017;;993830;1028390;TENJO;2591;-70.5;-9.93;10;596120.843;536469.0818;-74.13313204;4.852931125;90;0.921279;-9.148296356;-63.24267197
246;Humedal;8199;12/11/2010;HUMEDAL LA REGADERA;992925;977545;BOGOTµ D.C.;2992;-89.9;-12.16;12;595282.0706;485637.5519;-74.14124974;4.39313405;0.1;0.923618;-11.23120022;-79.80284119
247;Pozo;6681;1/01/1998;Villa Marina 1;983855;1014440;FUNZA;2571;-57.1;-8.1;1;586167.5818;522509.8541;-74.2230324;4.726767429;180;0.925214;-7.494231224;-53.02352905
248;Pozo;8078;10/31/2017;;983855;1014435;FUNZA;2571;-57.1;-8.1;10;586167.5884;522504.8557;-74.22303239;4.726722214;180;0.925214;-7.494231224;-53.02352905
249;Pozo;6672;1/01/1998;Flores Bellavista;997630;1029590;TENJO;2592;-67.5;-9.77;1;599918.1345;537673.9237;-74.09887442;4.86378473;35;0.939006;-9.174084663;-61.18350983
250;Rio;6674;1/01/1998;Rio Fri¢;999560;1026540;COTA;2577;-65.7;-9.43;1;601851.7548;534627.3891;-74.08147453;4.836203768;0.1;0.93941;-8.858635902;-63.11514282
251;Rio;6652;1/01/1998;Rio Bogot  - Teusac ;1008400;1038500;SOPà;2576;-63.6;-9.95;1;610673.0314;546596.3944;-74.0017695;4.944354148;0.1;0.939537;-9.348391533;-64.66546631
252;Pozo;6649;1/01/1998;Flores del Potrero - El B.;998425;1030800;TENJO;2596;-69.2;-9.75;1;600711.2614;538884.6755;-74.0917074;4.874726998;71.5;0.940573;-9.170584679;-61.18350983
253;Pozo;8096;10/31/2017;;998425;1030800;TENJO;2596;-69.2;-9.75;10;600711.2614;538884.6755;-74.0917074;4.874726998;71.5;0.940573;-9.170584679;-61.18350983
254;Pozo;8154;11/05/2010;CLUB LOS LAGARTOS RAQUETA;998870;1012366;BOGOTµ D.C.;2544.976547;-65.8;-9.61;11;601180.9252;520456.3395;-74.08769302;4.708027284;39;0.946339;-9.094315529;-62.12532806
255;Pozo;6712;1/01/1998;Los Lagos 1;1015630;1031500;SOPà;2653;-70.6;-9.95;1;617910.9392;539608.0493;-73.93659376;4.881042485;103;0.946557;-9.418241501;-63.46318817
256;Pozo;8100;10/31/2017;;1015630;1031500;SOPà;2653;-70.6;-9.95;10;617910.9392;539608.0493;-73.93659376;4.881042485;103;0.946557;-9.418241501;-63.46318817
257;Pozo;6702;1/01/1998;Finca Pujanza;1003820;1034500;CajICµ;2581;-70.7;-9.63;1;606099.7336;542591.087;-74.04306682;4.908185487;93;0.952293;-9.170584679;-61.18350983
258;Pozo;8064;10/31/2017;;1003820;1034500;CajICµ;2581;-70.7;-9.63;10;606099.7336;542591.087;-74.04306682;4.908185487;93;0.952293;-9.170584679;-61.18350983
259;Pozo;6660;1/01/1998;Gicro 3 Catanga;976580;1026240;FACATATIVµ;2621;-65.2;-9.08;1;578879.0927;534296.3029;-74.2886387;4.833457985;54;0.960175;-8.718392372;-63.29211044
260;Pozo;6708;1/01/1998;Colegio Campo Alegre;1009800;1034770;SOPà;2667;-70.5;-9.92;1;612077.8413;542869.2569;-73.98915089;4.910622144;83;0.962791;-9.550890923;-65.38139343
261;Pozo;8097;10/31/2017;;1009800;1034770;SOPà;2667;-70.5;-9.92;10;612077.8413;542869.2569;-73.98915089;4.910622144;83;0.962791;-9.550890923;-65.38139343
262;Pozo;6706;1/01/1998;La Gloria;1014450;1038630;TOCANCIPµ;2585;-66;-9.64;1;616721.3835;546734.7582;-73.94721965;4.94552126;60;0.967074;-9.322591782;-64.66546631
263;Pozo;7252;1/01/2001;;996280;1003018;BOGOTµ D.C.;2554.962822;-66.9;-11.36;1;598603.8841;511107.5414;-74.11103361;4.623491724;192;0.972295;-11.04527473;-77.43749237
264;Pozo;6688;1/01/1998;Liceo Juan Ram¢n Jim‚nez;999170;1019540;BOGOTµ D.C.;2553.467988;-67;-9.48;1;601471.2993;527628.7742;-74.08498971;4.772902335;122;0.97246;-9.218923569;-62.83369446
265;Pozo;8073;10/31/2017;;999170;1019540;BOGOTµ D.C.;2553.467988;-67;-9.48;10;601471.2993;527628.7742;-74.08498971;4.772902335;122;0.97246;-9.218923569;-62.83369446
266;Pozo;6650;1/01/1998;Laguna Verde 11;998730;1031940;TENJO;2598;-65.9;-9.34;1;601014.6164;540024.7797;-74.08895783;4.885036113;40;0.981861;-9.170584679;-61.18350983
267;Pozo;6833;1/01/1999;;984000;1019500;FUNZA;2579;-57.1;-8.1;1;586305.7925;527568.4685;-74.22173493;4.772525501;279;0.98202;-7.954361439;-57.9794426
268;Pozo;8187;11/19/2010;SUBA - EAAB - SUBA- (TORCA);999917;1017843;BOGOTµ D.C.;2557.667751;-65.6;-9.34;11;602220.3651;525933.2356;-74.07825608;4.757556289;389;0.982488;-9.176441193;-62.95465469
269;Aljibe;8170;11/09/2010;LA MANSION DEL DUENDE - CANDELARIA- (FUCHA);1000507;1000300;BOGOTµ D.C.;2610.202921;-81.7;-11.34;11;602833.2378;508395.76;-74.07293885;4.598913335;;0.984934;-11.16915035;-75.93474579
270;Pozo;6709;1/01/1998;Santa Isabel;1004620;1032750;CajICµ;2575;-69.9;-9.53;1;606901.9314;540842.6434;-74.03585501;4.892359774;82;0.985566;-9.39244175;-63.46318817
271;Pozo;8057;10/31/2017;;1004620;1032750;CajICµ;2575;-69.9;-9.53;10;606901.9314;540842.6434;-74.03585501;4.892359774;82;0.985566;-9.39244175;-63.46318817
272;Pozo;6654;1/01/1998;Flores Juncalito;979890;1027630;EL ROSAL;2615;-65.3;-9.28;1;582186.1244;535690.3441;-74.25880258;4.846036396;239;0.988601;-9.174221039;-63.419487
273;Pozo;8086;10/31/2017;;979890;1027630;EL ROSAL;2615;-65.5;-9.28;10;582186.1244;535690.3441;-74.25880258;4.846036396;239;0.988601;-9.174221039;-63.419487
274;Manantial;6749;1/01/1999;;986700;1032640;SUBACHOQUE;2639;-68.25;-9.5;1;588987.1436;540708.0758;-74.19741755;4.891355604;0.1;0.991394;-9.418241501;-63.63973236
275;Rio;8197;12/11/2010;RIO ARZOBISPO;1002397;1002985;BOGOTµ D.C.;2692.107714;-80.1;-11.56;12;604719.2574;511082.4875;-74.05590548;4.623193765;0.1;1.006057;-11.63002205;-83.17863464
276;Pozo;8186;11/19/2010;COLEGIO TERESIANO COMPA¥IA DE SANTA TERESA DE JESUS - USAQUEN- (SALITRE);1003395;1015283;BOGOTµ D.C.;2555.125235;-61.8;-9.13;11;605700.8456;523378.5518;-74.0469064;4.734405345;201.2;1.007321;-9.19684124;-61.97732162
277;Pozo;6651;1/01/1998;Aerolito 1;997170;1032460;TENJO;2602;-60.9;-9.08;1;599454.3348;540542.4963;-74.10302248;4.889738103;80;1.009976;-9.170584679;-61.18350983
278;Pozo;6707;1/01/1998;Hacienda El Milagro;1012850;1033830;SOPà;2583;-64.9;-9.27;1;615128.3951;541933.6846;-73.96165352;4.902117505;70;1.013208;-9.39244175;-63.46318817
279;Pozo;8052;10/31/2017;;1012850;1033830;SOPà;2583;-64.9;-9.27;10;615128.3951;541933.6846;-73.96165352;4.902117505;70;1.013208;-9.39244175;-63.46318817
280;Pozo;8147;11/04/2010;LAVA CARS CIUDAD JARDIN - ANTONIO NARI¥O- (FUCHA);998017;998654;BOGOTµ D.C.;2574.32447;-71.1;-10.53;11;600346.0389;506747.0009;-74.09537829;4.584028163;115;1.015598;-10.69425011;-72.25268555
281;Manantial;6775;1/01/1999;;1007130;1018350;LA CALERA;2799.014755;-51.1;-7.75;1;609430.7949;526449.7376;-74.01323766;4.762138123;0.1;1.018552;-7.893780231;-58.33924866
282;Humedal;6691;1/01/1998;Humedal Juan Amarillo;996820;1014200;BOGOTµ D.C.;2544.285605;-61.4;-9.02;1;599129.0652;522287.1186;-74.10617109;4.724611777;0.1;1.01924;-9.193544388;-63.0898056
283;Pozo;6646;1/01/1998;Estrella del Norte;986280;1032010;EL ROSAL;2645;-68.9;-9.24;1;588568.1362;540077.6922;-74.20120311;4.885657817;175;1.01929;-9.418241501;-63.63973236
284;Pozo;8079;10/31/2017;;986280;1032010;EL ROSAL;2645;-68.9;-9.24;10;588568.1362;540077.6922;-74.20120311;4.885657817;175;1.01929;-9.418241501;-63.63973236
285;Manantial;6748;1/01/1999;;981880;1033900;EL ROSAL;2749;-50.55;-7.99;1;584166.9124;541961.0606;-74.24087618;4.902740591;0.1;1.031068;-8.238230705;-53.26311111
